scheme,trial,signature_size_bytes,online_latency_ms,offline_latency_ms,verification_ms,attempts,communication_rounds,data_kb,throughput_sig_s,accepted
Standard Falcon-512,66,659,7.624597013437467,0.0,1.3755635827816337,1,1,1.2,131.15447258886158,1
Standard Falcon-512,67,665,9.031228002125319,0.0,1.2994759667280829,1,1,1.2,110.72691330178687,1
Standard Falcon-512,68,654,11.65153795201588,0.0,1.1760973677774076,1,1,1.2,85.82557977481298,1
Standard Falcon-512,69,662,8.412753057829075,0.0,1.4790800815343792,1,1,1.2,118.86715242038159,1
Standard Falcon-512,70,682,9.304707523638466,0.0,1.1492679181459065,1,1,1.2,107.47248072650487,1
Standard Falcon-512,71,667,10.561641111674016,0.0,1.3558779462438808,1,1,1.2,94.6822552884019,1
Standard Falcon-512,72,669,10.714059544292319,0.0,1.1333342881641353,1,1,1.2,93.33530356686586,1
Standard Falcon-512,73,642,9.89970792517267,0.0,1.3555320964364457,1,1,1.2,101.01308114931663,1
Standard Falcon-512,74,669,9.325724968266847,0.0,1.2661320322612928,1,1,1.2,107.2302693252004,1
Standard Falcon-512,75,668,8.409689823941623,0.0,1.4636195865569153,1,1,1.2,118.91044984240571,1
Standard Falcon-512,76,666,8.803090538221591,0.0,1.2964848248206777,1,1,1.2,113.59646883763858,1
Standard Falcon-512,77,673,8.45157425755948,0.0,1.1599876974960526,1,1,1.2,118.32115171981759,1
Standard Falcon-512,78,660,5.776168889561863,0.0,1.0943490355766432,1,1,1.2,173.12513174729082,1
Standard Falcon-512,79,679,9.553693140023483,0.0,1.3184305316949738,1,1,1.2,104.67156369202182,1
Standard Falcon-512,80,663,10.965284212184704,0.0,1.325290508177268,1,1,1.2,91.19690658713549,1
Standard Falcon-512,81,669,9.101367911956574,0.0,1.275814539953973,1,1,1.2,109.87359369203043,1
Standard Falcon-512,82,684,9.140749621403485,0.0,1.1997027532786764,1,1,1.2,109.40021786161324,1
Standard Falcon-512,83,664,6.897081710305545,0.0,1.2991714245373924,1,1,1.2,144.98885789707418,1
Standard Falcon-512,84,654,8.214616930177492,0.0,1.4346803009981492,1,1,1.2,121.73422187544334,1
Standard Falcon-512,85,669,9.473298977770947,0.0,1.1985702805833092,1,1,1.2,105.55984798394894,1
Standard Falcon-512,86,668,8.541897839640432,0.0,1.4538318362534515,1,1,1.2,117.07000233124944,1
Standard Falcon-512,87,660,6.041137023753391,0.0,0.8226313128814033,1,1,1.2,165.53175272602815,1
Standard Falcon-512,88,648,8.732033207091531,0.0,1.074618413350438,1,1,1.2,114.52086544836679,1
Standard Falcon-512,89,664,10.017542270882648,0.0,1.2128883889259954,1,1,1.2,99.82488448355603,1
Standard Falcon-512,90,655,9.587387364470077,0.0,1.4874230736283818,1,1,1.2,104.30370256091899,1
Standard Falcon-512,91,669,7.183555037764601,0.0,1.4866048626435795,1,1,1.2,139.20684044918,1
Standard Falcon-512,92,655,8.733918858502786,0.0,1.5082107835649063,1,1,1.2,114.49614041541774,1
Standard Falcon-512,93,676,7.79337420395612,0.0,1.3261184657181322,1,1,1.2,128.31412605497295,1
Standard Falcon-512,94,666,8.021314657183297,0.0,1.357746897509116,1,1,1.2,124.667843456867,1
Standard Falcon-512,95,663,7.791494778676996,0.0,1.1979868888631424,1,1,1.2,128.34507734468392,1
Standard Falcon-512,96,663,7.886909192321333,0.0,1.4139314455614513,1,1,1.2,126.79238160540716,1
Standard Falcon-512,97,651,8.071953494195187,0.0,1.301887634925464,1,1,1.2,123.8857484398459,1
Standard Falcon-512,98,657,8.45562445926108,0.0,1.3640465713401824,1,1,1.2,118.26447648165635,1
Standard Falcon-512,99,667,7.49458609315678,0.0,1.054063635904372,1,1,1.2,133.4296500927634,1
Standard Falcon-512,100,684,8.932086369137867,0.0,1.624425294183224,1,1,1.2,111.95592593631861,1
Standard Falcon-512,101,641,10.760991847541007,0.0,1.4444053741121599,1,1,1.2,92.92823692906244,1
Standard Falcon-512,102,670,9.508419041667086,0.0,1.4249598765336309,1,1,1.2,105.16995471254207,1
Standard Falcon-512,103,698,9.767247555002236,0.0,1.0485597670409441,1,1,1.2,102.38298910401387,1
Standard Falcon-512,104,660,7.4626205094268325,0.0,1.3236731029124285,1,1,1.2,134.00118614323122,1
Standard Falcon-512,105,651,8.22778511908912,0.0,1.3480648447431782,1,1,1.2,121.53939189295549,1
Standard Falcon-512,106,674,7.351529067345294,0.0,1.2097640318275225,1,1,1.2,136.02612338729546,1
Standard Falcon-512,107,663,9.918478191626797,0.0,1.1055245159600555,1,1,1.2,100.82191851207602,1
Standard Falcon-512,108,660,8.67173938065922,0.0,1.1999259128635074,1,1,1.2,115.31711875824163,1
Standard Falcon-512,109,657,9.305657355170114,0.0,1.2103824743367047,1,1,1.2,107.4615109747633,1
Standard Falcon-512,110,671,8.491411702147369,0.0,1.1614174612362436,1,1,1.2,117.76604822342,1
Standard Falcon-512,111,648,9.419611102545817,0.0,1.2218633657722298,1,1,1.2,106.16149532221476,1
Standard Falcon-512,112,672,8.676998858803554,0.0,1.2286184961193864,1,1,1.2,115.24722041255254,1
Standard Falcon-512,113,674,8.561574102418378,0.0,1.062620476413766,1,1,1.2,116.8009513247723,1
Standard Falcon-512,114,658,6.023032822290135,0.0,1.4021320594078508,1,1,1.2,166.02931272417845,1
Standard Falcon-512,115,665,9.169092197587057,0.0,1.4783889881700634,1,1,1.2,109.06205090435894,1
Standard Falcon-512,116,685,8.902168969493273,0.0,1.1822413954169735,1,1,1.2,112.33217471235236,1
Standard Falcon-512,117,645,9.23399907574418,0.0,1.2068877803458944,1,1,1.2,108.29544077243789,1
Standard Falcon-512,118,655,10.744078795165107,0.0,1.468723136212639,1,1,1.2,93.07452216843433,1
Standard Falcon-512,119,676,7.911207078351772,0.0,1.188944763591714,1,1,1.2,126.4029610268198,1
Standard Falcon-512,120,670,9.619228057691902,0.0,1.6672143390013903,1,1,1.2,103.95844593791097,1
Standard Falcon-512,121,668,9.455361184907012,0.0,1.308249696567912,1,1,1.2,105.76010587477462,1
Standard Falcon-512,122,674,7.715045069146147,0.0,1.2492911436860594,1,1,1.2,129.6168708072983,1
Standard Falcon-512,123,668,6.62143097188736,0.0,1.6042034930475932,1,1,1.2,151.0247564681569,1
Standard Falcon-512,124,675,8.485676355756608,0.0,1.5320590804014733,1,1,1.2,117.84564459868999,1
Standard Falcon-512,125,675,8.965187303473048,0.0,1.0592552413996148,1,1,1.2,111.54256639039849,1
Standard Falcon-512,126,661,7.9243743244891585,0.0,1.6165051608318344,1,1,1.2,126.19292817978592,1
Standard Falcon-512,127,677,8.438879128504528,0.0,1.4209142036021198,1,1,1.2,118.49914956386064,1
Standard Falcon-512,128,667,10.703878810624643,0.0,1.1621815009391632,1,1,1.2,93.42407716793305,1
Standard Falcon-512,129,649,8.96547636079636,0.0,1.3022057615654157,1,1,1.2,111.53897012909806,1
Standard Falcon-512,130,660,8.009426108092383,0.0,1.5736689903607768,1,1,1.2,124.85289039493637,1
Standard Falcon-512,131,674,8.467101043322643,0.0,1.0144382238229768,1,1,1.2,118.10417696486849,1
Standard Falcon-512,132,655,7.695035815841159,0.0,1.057617087668231,1,1,1.2,129.95391105800695,1
Standard Falcon-512,133,672,8.113499595739711,0.0,1.42361213274139,1,1,1.2,123.25137731258242,1
Standard Falcon-512,134,666,9.048107471690352,0.0,1.1840415967360611,1,1,1.2,110.52034949063018,1
Standard Falcon-512,135,679,8.782998035196144,0.0,1.5662226021402876,1,1,1.2,113.8563388028434,1
Standard Falcon-512,136,660,7.119225650014464,0.0,1.3998094351029158,1,1,1.2,140.46471472609784,1
Standard Falcon-512,137,676,8.872099591080463,0.0,1.1800749318739534,1,1,1.2,112.71289165930315,1
Standard Falcon-512,138,675,7.349592243574701,0.0,1.4575823859995432,1,1,1.2,136.06197008742066,1
Standard Falcon-512,139,698,9.322062539276608,0.0,1.3035932156412526,1,1,1.2,107.27239768953534,1
Standard Falcon-512,140,667,9.299723853448599,0.0,1.5230748070113627,1,1,1.2,107.53007463003021,1
Standard Falcon-512,141,683,9.409083613810132,0.0,1.6922561562062177,1,1,1.2,106.28027564047314,1
Standard Falcon-512,142,675,9.296943149199112,0.0,1.512764388761597,1,1,1.2,107.56223674296054,1
Standard Falcon-512,143,668,5.948590672543763,0.0,1.2666408290775906,1,1,1.2,168.10704502086298,1
Standard Falcon-512,144,651,8.649317597253978,0.0,1.0932303896197846,1,1,1.2,115.61605742370755,1
Standard Falcon-512,145,662,7.987778004121859,0.0,1.6375109801793464,1,1,1.2,125.19126088431342,1
Standard Falcon-512,146,661,10.18898289384964,0.0,1.2209870218817926,1,1,1.2,98.14522317076697,1
Standard Falcon-512,147,662,9.603645269000934,0.0,1.2791172521376322,1,1,1.2,104.12712798002272,1
Standard Falcon-512,148,677,9.760318560122093,0.0,1.1598331063674527,1,1,1.2,102.45567230620092,1
Standard Falcon-512,149,675,7.930296639815555,0.0,1.17962609933904,1,1,1.2,126.09868778165381,1
Standard Falcon-512,150,641,9.333114074529025,0.0,1.29465961272538,1,1,1.2,107.14537420356804,1
Standard Falcon-512,151,692,9.003097303741503,0.0,1.393763976221724,1,1,1.2,111.07288594830808,1
Standard Falcon-512,152,658,9.884874450371266,0.0,1.3994161522753745,1,1,1.2,101.16466375174255,1
Standard Falcon-512,153,668,7.49268521474848,0.0,1.185589940216498,1,1,1.2,133.46350091307937,1
Standard Falcon-512,154,664,8.040957996104039,0.0,1.325631725095403,1,1,1.2,124.36329110095022,1
Standard Falcon-512,155,667,8.822080766288918,0.0,0.9774810186983283,1,1,1.2,113.35194343506994,1
Standard Falcon-512,156,643,8.976224833385897,0.0,1.2410113945414707,1,1,1.2,111.40540912930683,1
Standard Falcon-512,157,667,10.078857953237904,0.0,1.1970045396895064,1,1,1.2,99.21759038966741,1
Standard Falcon-512,158,660,8.87690196890299,0.0,1.4953366847757015,1,1,1.2,112.65191431685713,1
Standard Falcon-512,159,648,8.848559594984971,0.0,1.1353096230277353,1,1,1.2,113.0127439687203,1
Standard Falcon-512,160,659,8.27164432242141,0.0,1.4536197064308478,1,1,1.2,120.89494676280565,1
Standard Falcon-512,161,653,8.330217415274909,0.0,1.4738281867201466,1,1,1.2,120.04488600337433,1
Standard Falcon-512,162,661,10.148553232772114,0.0,1.4400713527122275,1,1,1.2,98.5362127057441,1
Standard Falcon-512,163,666,7.450107456372031,0.0,1.340065494254644,1,1,1.2,134.2262518837505,1
Standard Falcon-512,164,679,9.267063416386424,0.0,1.4821070368913485,1,1,1.2,107.90904896925132,1
Standard Falcon-512,165,675,9.207233378112115,0.0,1.6668512774583633,1,1,1.2,108.6102587968769,1
Standard Falcon-512,166,661,8.798092441465773,0.0,1.2915293012235949,1,1,1.2,113.66100170611514,1
Standard Falcon-512,167,674,10.564346940211024,0.0,1.3393582362423122,1,1,1.2,94.65800448049512,1
Standard Falcon-512,168,660,9.089409708658886,0.0,1.2727964411055392,1,1,1.2,110.01814551800491,1
Standard Falcon-512,169,673,6.582311965942798,0.0,1.2016953035467077,1,1,1.2,151.92230407401664,1
Standard Falcon-512,170,682,8.488647085548354,0.0,1.1585999949223678,1,1,1.2,117.80440274192426,1
Standard Falcon-512,171,663,10.451500447959928,0.0,1.300448781012029,1,1,1.2,95.68004182549637,1
Standard Falcon-512,172,675,8.596721326282134,0.0,1.4398027954234134,1,1,1.2,116.32341703839722,1
Standard Falcon-512,173,668,8.313569451214658,0.0,1.2953748445286828,1,1,1.2,120.28527648300268,1
Standard Falcon-512,174,685,8.667014347577297,0.0,1.4086091947489368,1,1,1.2,115.37998668244174,1
Standard Falcon-512,175,678,9.497168245951706,0.0,1.3190905706806646,1,1,1.2,105.2945440264537,1
Standard Falcon-512,176,651,8.899159780767139,0.0,1.2937180350090942,1,1,1.2,112.37015905267818,1
Standard Falcon-512,177,674,10.719760105549387,0.0,1.268613440794096,1,1,1.2,93.28566965620077,1
Standard Falcon-512,178,670,10.792939086321764,0.0,1.1125139177607546,1,1,1.2,92.65316815021515,1
Standard Falcon-512,179,674,8.854857776433906,0.0,1.1788440988930844,1,1,1.2,112.9323615633189,1
Standard Falcon-512,180,660,8.599705436135176,0.0,1.1966850491280658,1,1,1.2,116.28305264946535,1
Standard Falcon-512,181,660,7.1572278968131835,0.0,1.4454864116050283,1,1,1.2,139.71889877158424,1
Standard Falcon-512,182,664,9.92319165288183,0.0,1.25590729630352,1,1,1.2,100.7740286573611,1
Standard Falcon-512,183,665,8.218320964284795,0.0,1.4045440823206066,1,1,1.2,121.67935571582117,1
Standard Falcon-512,184,671,7.152301679268543,0.0,1.1854858303667972,1,1,1.2,139.81513152592143,1
Standard Falcon-512,185,659,8.920249959605208,0.0,1.339768911768175,1,1,1.2,112.10448188430114,1
Standard Falcon-512,186,683,9.633216287455621,0.0,1.1493175532633144,1,1,1.2,103.8074896441597,1
Standard Falcon-512,187,667,8.6120455277101,0.0,1.2959855802339755,1,1,1.2,116.1164321278147,1
Standard Falcon-512,188,670,10.905361064285488,0.0,1.1116335869168585,1,1,1.2,91.69801844296104,1
Standard Falcon-512,189,664,9.364036781535242,0.0,1.2711290709349736,1,1,1.2,106.79154976963355,1
Standard Falcon-512,190,674,9.66190914288047,0.0,1.0548640819858348,1,1,1.2,103.49921379015096,1
Standard Falcon-512,191,660,8.974289091989942,0.0,1.3835846229146123,1,1,1.2,111.42943911764067,1
Standard Falcon-512,192,670,9.341161742876759,0.0,1.0180859299932763,1,1,1.2,107.05306551003304,1
Standard Falcon-512,193,661,8.489231172052275,0.0,1.0761424428672264,1,1,1.2,117.79629741879789,1
Standard Falcon-512,194,666,9.378387436368946,0.0,0.9511739957700089,1,1,1.2,106.62813908946083,1
Standard Falcon-512,195,673,9.659734967681246,0.0,1.322260784798415,1,1,1.2,103.52250898660455,1
Standard Falcon-512,196,669,9.800699226009165,0.0,1.3564879043341627,1,1,1.2,102.03353627526829,1
Standard Falcon-512,197,659,7.471562943673731,0.0,1.191195894473875,1,1,1.2,133.84080513525126,1
Standard Falcon-512,198,677,10.134572810619568,0.0,1.2394618869856244,1,1,1.2,98.67214126205147,1
Standard Falcon-512,199,665,11.082767455837583,0.0,1.4473760474630526,1,1,1.2,90.23017075696863,1
Standard Falcon-512,200,661,10.766309955739919,0.0,1.2195963740845395,1,1,1.2,92.88233425481708,1
Standard Falcon-512,201,671,6.926498370343019,0.0,0.9907284464645922,1,1,1.2,144.3730939549008,1
Standard Falcon-512,202,680,10.69687714825703,0.0,1.3484730593195244,1,1,1.2,93.48522808480996,1
Standard Falcon-512,203,666,8.456302388381008,0.0,1.0842652258569692,1,1,1.2,118.25499539538745,1
Standard Falcon-512,204,660,8.964853486872611,0.0,1.170573845971768,1,1,1.2,111.54671980577453,1
Standard Falcon-512,205,698,8.286937648424317,0.0,1.4417925187396263,1,1,1.2,120.67183831051759,1
Standard Falcon-512,206,668,9.851710247949903,0.0,1.243671030195891,1,1,1.2,101.50521836633345,1
Standard Falcon-512,207,670,12.427467423039836,0.0,1.177098080520182,1,1,1.2,80.46691783283659,1
Standard Falcon-512,208,663,7.721068078038139,0.0,1.2175250094487713,1,1,1.2,129.51575998201687,1
Standard Falcon-512,209,665,8.945456341375248,0.0,0.9044239972642276,1,1,1.2,111.78859544310994,1
Standard Falcon-512,210,671,7.581981627610627,0.0,1.1421231485706262,1,1,1.2,131.89164114542154,1
Standard Falcon-512,211,665,12.239778322533725,0.0,1.1131695029665887,1,1,1.2,81.70082608105541,1
Standard Falcon-512,212,667,7.910616954163378,0.0,1.3579231936162204,1,1,1.2,126.41239056249557,1
Standard Falcon-512,213,665,8.116700425331976,0.0,1.1644728355805483,1,1,1.2,123.20277299862273,1
Standard Falcon-512,214,665,7.4707007397240055,0.0,1.2764629576414468,1,1,1.2,133.85625188848664,1
Standard Falcon-512,215,677,6.56358427589595,0.0,1.2594235877445574,1,1,1.2,152.35577970292715,1
Standard Falcon-512,216,671,9.873905079861458,0.0,1.3855983923967252,1,1,1.2,101.2770521806587,1
Standard Falcon-512,217,647,8.661716629301132,0.0,1.4818651251501147,1,1,1.2,115.45055591141922,1
Standard Falcon-512,218,656,7.800496716982979,0.0,1.5146810099856916,1,1,1.2,128.19696440905278,1
Standard Falcon-512,219,698,9.067081808507485,0.0,1.26685856198535,1,1,1.2,110.28906776397643,1
Standard Falcon-512,220,676,6.765877243521347,0.0,1.3588782800523997,1,1,1.2,147.80049415728732,1
Standard Falcon-512,221,670,9.900922915118716,0.0,1.3500167485216497,1,1,1.2,101.00068534752445,1
Standard Falcon-512,222,663,10.732372682693626,0.0,1.3447141300267742,1,1,1.2,93.17604126928423,1
Standard Falcon-512,223,672,8.483640801613566,0.0,1.0890640366976274,1,1,1.2,117.87392033498196,1
Standard Falcon-512,224,681,6.394129282945292,0.0,1.3383401347348154,1,1,1.2,156.39345964856307,1
Standard Falcon-512,225,682,8.215032929498031,0.0,1.159675648534389,1,1,1.2,121.72805740184704,1
Standard Falcon-512,226,661,7.875825367805995,0.0,1.6887796657518768,1,1,1.2,126.97081934900426,1
Standard Falcon-512,227,674,9.589174103777957,0.0,1.4631285206859592,1,1,1.2,104.28426777714033,1
Standard Falcon-512,228,681,8.076273649746089,0.0,1.5962029119356576,1,1,1.2,123.81947954815018,1
Standard Falcon-512,229,694,8.831317237896455,0.0,1.1488396829072733,1,1,1.2,113.23339124415732,1
Standard Falcon-512,230,662,9.085074655775413,0.0,1.4892071234978723,1,1,1.2,110.07064200229732,1
Standard Falcon-512,231,662,8.363568504089013,0.0,1.05500277982258,1,1,1.2,119.56618750848902,1
Standard Falcon-512,232,652,7.075835510902834,0.0,1.5261329169506819,1,1,1.2,141.32606650608898,1
Standard Falcon-512,233,653,7.255456547885391,0.0,1.5133891364729575,1,1,1.2,137.8273018934213,1
Standard Falcon-512,234,673,8.063451063265303,0.0,1.2274348900639052,1,1,1.2,124.01637861432609,1
Standard Falcon-512,235,670,10.023489787711972,0.0,1.556566056708379,1,1,1.2,99.76565259994808,1
Standard Falcon-512,236,677,11.071159859583213,0.0,1.4944129498731966,1,1,1.2,90.3247728949012,1
Standard Falcon-512,237,674,8.684885223940702,0.0,1.0771199146047947,1,1,1.2,115.14256944276086,1
Standard Falcon-512,238,671,7.536608518198317,0.0,1.1396347597556529,1,1,1.2,132.68567653279905,1
Standard Falcon-512,239,674,9.370016736919723,0.0,1.574547173331054,1,1,1.2,106.72339528058704,1
Standard Falcon-512,240,660,9.580718416814616,0.0,1.4836319084959613,1,1,1.2,104.37630629504281,1
Standard Falcon-512,241,680,8.690140988096562,0.0,0.9767343533798959,1,1,1.2,115.0729316555121,1
Standard Falcon-512,242,663,7.34437615301648,0.0,0.9797322967196409,1,1,1.2,136.1586034219231,1
Standard Falcon-512,243,668,8.157195370853175,0.0,1.4255704373227156,1,1,1.2,122.59115474580183,1
Standard Falcon-512,244,673,7.254652578279513,0.0,1.5166791510466842,1,1,1.2,137.84257608613925,1
Standard Falcon-512,245,659,6.91218700312596,0.0,1.6470336271736525,1,1,1.2,144.67201184628846,1
Standard Falcon-512,246,655,11.387835569639048,0.0,1.3533900378010364,1,1,1.2,87.81299957176114,1
Standard Falcon-512,247,667,8.214902367006523,0.0,1.3160033483361342,1,1,1.2,121.72999207103126,1
Standard Falcon-512,248,656,8.97492882018422,0.0,1.5494890999583113,1,1,1.2,111.42149648597146,1
Standard Falcon-512,249,655,6.76779946259594,0.0,1.3133543204521625,1,1,1.2,147.7585152347921,1
Standard Falcon-512,250,669,7.901669004760307,0.0,1.2966012266996467,1,1,1.2,126.55554154414172,1
Standard Falcon-512,251,658,8.123147284303387,0.0,1.016234026251159,1,1,1.2,123.10499428372195,1
Standard Falcon-512,252,673,9.048810333559164,0.0,1.5085828629518234,1,1,1.2,110.51176487712618,1
Standard Falcon-512,253,694,8.832931412885477,0.0,1.243890981996369,1,1,1.2,113.21269839605007,1
Standard Falcon-512,254,677,10.031048773392527,0.0,1.546046151005823,1,1,1.2,99.69047330848511,1
Standard Falcon-512,255,665,9.917057229301388,0.0,1.355925144697457,1,1,1.2,100.83636474793697,1
Standard Falcon-512,256,668,8.112695719887475,0.0,1.5991830095241175,1,1,1.2,123.26359012191206,1
Standard Falcon-512,257,672,8.069373235901276,0.0,1.1541069810256483,1,1,1.2,123.92536207780319,1
Standard Falcon-512,258,650,9.615677516198064,0.0,1.5376588662775352,1,1,1.2,103.99683208130189,1
Standard Falcon-512,259,641,8.428607808132718,0.0,0.9327721529061341,1,1,1.2,118.64355570502467,1
Standard Falcon-512,260,658,8.90461598745863,0.0,1.2928459541455184,1,1,1.2,112.3013054586983,1
Standard Falcon-512,261,647,9.88094673324787,0.0,1.420837693705623,1,1,1.2,101.20487712327741,1
Standard Falcon-512,262,679,10.530823155190902,0.0,1.1694740304758955,1,1,1.2,94.95933843567352,1
